Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
2016-09-19,401.0612487792969,403.9713516178746,393.55931100786813,395.31670328469465,5809154
2016-09-20,396.8851623535156,399.53068544249015,395.2222528993079,398.07565697040644,4214004
2016-09-21,399.0016174316406,401.08024295460916,397.2253558929924,398.34023658342335,4231532
2016-09-22,400.154296875,400.98572856535105,397.5843416123933,400.2298647980271,3629514
2016-09-23,394.012939453125,400.15433311888734,393.04919460879074,399.4740372129729,5205294
2016-09-26,391.4996337890625,394.5608727125663,389.64775839718,394.0884578745484,6371798
2016-09-27,392.9546813964844,396.79069929482,390.5359080812089,391.17841997275445,6525660
2016-09-28,392.6522521972656,393.9183607218617,390.498059242613,393.04909906829664,5434708
2016-09-29,388.9674377441406,394.9198643231496,387.0022105971554,394.9198643231496,8902638
2016-09-30,391.5562744140625,394.52302992760906,389.685484253896,389.685484253896,6502354
2016-10-03,392.3310546875,393.04913444844055,387.79587236694107,391.34844107823096,3656160
2016-10-04,396.52606201171875,397.3575397275608,392.40664192610774,393.0491075905818,5066586
2016-10-05,393.6160583496094,396.7717803634857,391.91536486658174,396.5261154113068,2307574
2016-10-06,388.2872009277344,394.9387924152444,387.739172051961,394.9387924152444,3721882
2016-10-07,382.6749572753906,390.706033564723,381.74901946693393,389.25095877940504,6288558
2016-10-10,389.2508850097656,389.93118078395463,381.71116316141917,384.3566860744191,5413170
2016-10-13,397.7165832519531,399.85190748569954,386.01961065019185,386.01961065019185,9778690
2016-10-14,388.1927185058594,409.18680560936485,376.51461482666707,397.9244638828096,33461690
2016-10-17,386.3974914550781,393.7293777899372,384.4889173624362,391.14050798614954,8014858
2016-10-18,392.69012451171875,393.2381072646782,388.24942507840785,389.26982266469827,6388134
2016-10-19,393.72943115234375,395.2033285024942,391.5374079053471,393.8049990708221,3509836
2016-10-20,391.78314208984375,397.0930579936409,390.7060453227173,394.84438147745993,3535490
2016-10-21,396.6152038574219,397.64654512110275,390.5798197755308,395.35463419821457,3863620
2016-10-24,392.33697509765625,398.295934671667,391.72580812604895,396.30963035668043,2902974
2016-10-25,388.55535888671875,396.84444257700983,387.7913884694482,395.9276687504744,5636014
2016-10-26,387.4093322753906,389.56753432001426,385.53759577022726,388.4788860006886,2775216
2016-10-27,383.3221435546875,388.8418342907021,382.4053697599869,388.82273969383874,7227790
2016-10-28,381.03021240234375,385.80502709410246,379.36858621542166,383.97150291537207,5840706
2016-11-01,377.9552001953125,384.58263302674965,376.79015018504117,384.58263302674965,6332798
2016-11-02,374.7464599609375,377.21026840226625,374.34538028781867,376.1789040181613,5377194
2016-11-03,369.3222961425781,375.1093799141082,368.65382219670266,374.7464893948716,5225108
2016-11-04,370.9076232910156,374.03990654402,367.0877713518703,369.3796825153575,6005548
2016-11-07,373.5623779296875,376.63735368991047,372.43551708687903,376.2553685441803,4537672
2016-11-08,375.33868408203125,377.30591737593795,370.75486124375107,376.98123925070456,5261108
2016-11-09,366.05633544921875,372.28268823578503,344.1685927590764,355.24616122745954,12764158
2016-11-10,358.8368225097656,367.66066924585783,357.1560786959762,367.66066924585783,7287330
2016-11-11,352.0184020996094,360.975958320846,350.9297537733397,359.0660326154447,7096782
2016-11-15,352.78240966796875,359.0469759696072,347.0526319461745,352.95430766252764,9235850
2016-11-16,359.409912109375,365.50255787415995,354.69238053177827,355.24626377799365,12222616
2016-11-17,355.1697082519531,362.5038261520747,353.8709730215733,356.8695464516078,5706730
2016-11-18,351.4263000488281,356.48760273974875,350.4713372769563,355.24615113631535,6040228
2016-11-21,348.0267028808594,354.06208763155325,346.4414783055781,354.06208763155325,7940568
2016-11-22,349.2108154296875,354.7305052988707,348.23675799736634,350.242179958125,5483126
2016-11-23,351.5218200683594,352.53409000072213,348.54234068178465,352.22848324146537,8251786
2016-11-24,355.36077880859375,359.0278502210703,352.6868827704335,354.558619322955,16780644
2016-11-25,373.3904724121094,376.25536094724066,355.41807633129037,355.41807633129037,12631380
2016-11-28,374.24993896484375,375.66328863838356,370.75476562624743,374.07804098983496,7365712
2016-11-29,371.518798828125,376.1408337696094,369.41788021323026,373.88711174782077,6125506
2016-11-30,372.6456604003906,373.1995436080571,367.1068749527787,371.67160279492276,8500918
2016-12-01,372.6647033691406,375.70148997743775,369.37964040182106,372.8175067550955,4611590
2016-12-02,368.4247131347656,370.3728282641003,367.12595417219205,368.5393040280455,4453228
2016-12-05,367.33599853515625,369.99077645714175,365.9417435268082,368.95943528879815,3659576
2016-12-06,369.1886901855469,374.1544977100291,367.3360713195312,367.3933551099442,3562110
2016-12-07,369.15045166015625,371.67154427909736,366.78213910975893,369.76161856337745,3385980
2016-12-08,376.1216735839844,376.6755333797075,370.54467660825077,370.54467660825077,5941662
2016-12-09,377.9170227050781,385.09836263044406,374.9184484139249,376.25539652339893,8648384
2016-12-12,373.3332214355469,375.4150454135894,368.6921152996905,375.4150454135894,5345020
2016-12-13,378.2417297363281,379.253976474178,370.945798812749,374.53646882901575,4854282
2016-12-14,381.88970947265625,383.8760372055869,375.9116316764809,378.5473389221329,5382614
2016-12-15,379.06292724609375,389.22374550025,377.783286410653,380.99197076765427,7966416
2016-12-16,383.9523010253906,385.6903284246002,381.1256021919706,383.43660719407455,6436742
2016-12-19,383.7613525390625,385.1364896180396,379.73139095119944,384.3152123004843,4124134
2016-12-20,386.62628173828125,389.2428707091921,382.48172884162335,382.74912311149217,7636498
2016-12-21,382.5772399902344,390.3888413314446,381.3166935999164,388.0969303255848,7343976
2016-12-22,376.1407775878906,384.65904167305877,370.33459871105305,382.94010851761806,7060054
2016-12-23,377.5732421875,384.506258965209,371.90074848080246,376.21719951041564,7306036
2016-12-26,375.3958740234375,379.6932065930266,372.4736785503084,377.4012958892458,3213828
2016-12-27,381.5840759277344,382.7109367998901,374.345452564726,375.3959117428413,4912816
2016-12-28,381.4122314453125,385.7286596470361,380.07528321290533,383.11207028942135,5476816
2016-12-29,379.06292724609375,385.04100374311247,377.4586083821148,383.4175669713781,6240124
2016-12-30,386.0341796875,386.56896821835437,379.21575414898354,381.22117616790285,7267768
2017-01-02,382.4053039550781,386.93184173000503,381.7368299782111,386.225155251461,2335222
2017-01-03,379.6358947753906,383.85684892061136,375.10938051756045,383.55124217895985,6778482
2017-01-04,381.1257019042969,383.5895109042428,379.02478347736263,380.0943372863515,7073586
2017-01-05,380.51446533203125,385.6139570730134,377.687766276317,382.5962654679812,8207074
2017-01-06,371.385009765625,381.5458039983314,369.78066769874505,380.0369815200176,14393448
2017-01-09,370.6593017578125,373.1804178778736,368.61569041654616,371.3850829093129,10545692
2017-01-10,370.7357177734375,374.7274676318089,369.74256561520826,373.19952688713283,11939854
2017-01-11,370.1817321777344,373.7533066690339,368.2145230019187,372.1298700769484,12241574
2017-01-12,382.0042724609375,383.665921973365,373.4096059589761,373.4096059589761,11855740
2017-01-13,372.7410888671875,397.26453911795,367.7370929406453,393.44468778027743,31276246
2017-01-16,365.0440979003906,368.7875475021552,363.8217408245331,368.61564953117926,12351372
2017-01-17,364.9486389160156,368.233702035753,363.80268341175497,365.27331698307967,5560094
2017-01-18,363.19146728515625,367.0877203850299,362.8094821442769,365.9799541506707,5952962
2017-01-19,365.9799499511719,366.5529276559161,362.16009858621015,363.267864807858,8876480
2017-01-20,362.3892822265625,364.0891206463533,361.35791775610915,362.8858582117375,9124742
2017-01-23,363.9172668457031,365.9417835321936,359.0660506474551,360.97597644877135,7948580
2017-01-24,361.18603515625,362.88587364834933,359.10421153399454,362.88587364834933,6826010
2017-01-25,357.767333984375,361.66358774162575,357.07976527769,361.3961934349908,9978090
2017-01-27,359.8872985839844,361.9500042917039,344.225908296254,356.7168033619238,10635138
2017-01-30,362.6375732421875,363.4588505961431,354.8068780900898,358.1110587849545,11369208
2017-01-31,354.71136474609375,359.6389820037647,345.4482258044142,359.6389820037647,24068534
2017-02-01,350.1849060058594,352.64871502517315,345.7538873418487,351.84653217623224,11531782
2017-02-02,357.4999084472656,360.9759639595857,347.64467300182986,350.28037984226467,11828268
2017-02-03,357.5762634277344,359.4098106652047,351.8273920037454,356.6977023099175,8423958
2017-02-06,357.25164794921875,360.4985220551459,355.45631289833034,358.0156183270839,6727934
2017-02-07,359.92547607421875,362.8094590413069,354.69227531450707,356.3921137460824,9268002
2017-02-08,357.7290954589844,360.6321732933333,356.1820602536468,357.53810288265817,6319962
2017-02-09,361.35791015625,362.88585057974365,357.7481462428421,357.9200442033893,11907266
2017-02-10,369.8762512207031,371.2896010728774,360.3266215634789,361.45348252593647,12252452
2017-02-13,376.007080078125,376.6755541030723,367.79439920020087,371.6142507713284,13724268
2017-02-14,377.28680419921875,377.78338031934175,371.42331711858935,374.345513359914,9338818
2017-02-15,375.0329895019531,381.526736599939,370.0671828976109,377.8596887410027,7259486
2017-02-16,386.6071472167969,387.2947391139209,378.18437962225204,378.5472701647292,12815858
2017-02-17,382.0233459472656,387.2374526628136,379.19666977597507,387.2374526628136,4851208
2017-02-20,385.90045166015625,393.82664257522504,379.50220116245015,380.64815647547215,4650662
2017-02-21,387.18011474609375,391.3437619491556,382.0042209469083,390.4269883200985,7613996
2017-02-22,378.22265625,387.71497917290543,376.7902117456666,387.71497917290543,6607838
2017-02-23,385.3657531738281,389.6248974075743,379.4449826740072,381.5650191497574,9542656
2017-02-27,386.7218322753906,390.7708661373175,384.6400082376579,384.77369373408385,5328696
2017-02-28,386.7218322753906,390.6562752383058,385.5185695494504,386.51172176025455,5940132
2017-03-01,391.5921630859375,392.29882642701045,385.8432667929067,386.5690480468691,4282448
2017-03-02,390.8854064941406,392.6807413949405,388.2879120894524,391.30560415555374,2948498
2017-03-03,393.9031066894531,395.0872980739173,382.13799089215047,385.90053566313,5401612
2017-03-06,394.9344177246094,395.7174592289691,389.51022445616985,389.64390991993446,5286386
2017-03-07,389.54840087890625,391.84033479673195,387.6002861919048,390.3887727630223,4644496
2017-03-08,384.96466064453125,388.440739779404,383.6850196143382,388.440739779404,6179176
2017-03-09,386.3970947265625,386.9509778869364,381.6031854975809,384.9646503365566,3480630
2017-03-10,390.33154296875,392.5470756422992,387.1037868815246,387.7149538376262,4550324
2017-03-14,395.2782287597656,397.99031384038113,390.69438391325895,390.69438391325895,7878396
2017-03-15,386.5498962402344,395.3164605273299,384.85005757612475,395.3164605273299,6373978
2017-03-16,393.0054016113281,394.09404993354434,387.0655373525507,387.0655373525507,6702956
2017-03-17,397.3792419433594,398.3723941868635,389.33843443247457,395.50750504460837,9507846
2017-03-20,390.1978454589844,392.12688919094427,387.7531310808619,392.12688919094427,4427388
2017-03-21,394.5332946777344,395.3354540486466,389.1664087744867,389.9685914599188,4869584
2017-03-22,392.5660705566406,397.2453880547443,389.77760729029717,390.5606720862594,3990852
2017-03-23,397.43646240234375,398.41054326424563,392.1459769781924,392.7762618518318,4501662
2017-03-24,393.9794616699219,398.7924648509349,392.5660887500167,396.5005541334008,4883896
2017-03-27,393.0054016113281,397.9712084268822,391.3437755796249,392.37511680508334,7684824
2017-03-28,395.4119873046875,396.8826209921781,393.4638721193718,394.01773200522786,4796796
2017-03-29,394.1513977050781,397.8375640089839,391.85948663061447,395.0872893712476,6981186
2017-03-30,391.72576904296875,395.698423905635,389.7203470171515,394.9726427990538,12157180
2017-03-31,390.48431396484375,393.1773278851852,385.04102565572265,390.86629910934346,14153854
2017-04-03,385.3466796875,394.38061602083667,384.31531494554406,394.2660484339304,4315600
2017-04-05,380.4380798339844,384.0478438325648,378.5472488523926,383.8950404608018,7398338
2017-04-06,381.83233642578125,384.20064895549234,378.9292586890532,381.2784766246785,5379008
2017-04-07,374.9375305175781,382.3289573795464,373.9634730188913,382.3289573795464,6404508
2017-04-10,364.1846618652344,377.974316853116,362.9240921821697,376.2171944381229,9528472
2017-04-11,369.43695068359375,371.1749784698209,365.1969014893051,365.1969014893051,8655466
2017-04-12,370.0863037109375,373.161302823872,366.8394299319084,370.52559595979193,6696752
2017-04-13,355.7809753417969,378.165295636491,353.9665458930359,370.5255926943397,30973188
2017-04-17,353.29815673828125,356.0484318063791,352.7633680780796,355.24627213060535,7213434
2017-04-18,352.4386291503906,356.7741515375911,351.08256313478967,353.2407886877809,4647518
2017-04-19,351.1207275390625,355.24616217888064,348.61872966188974,352.5722663345235,10071702
2017-04-20,354.21484375,355.1316174845135,350.8724735099343,351.9993344252042,4549000
2017-04-21,352.83966064453125,357.0796861583849,351.8464853420235,357.0796861583849,3577466
2017-04-24,353.9283142089844,354.6731898683813,348.7524204090814,350.47135347791044,5556666
2017-04-25,354.9978942871094,356.392149427937,351.6364295877784,353.68006415466994,4737060
2017-04-26,349.22991943359375,357.3661983735719,347.6828842565136,355.2270908835997,9084496
2017-04-27,353.4317626953125,354.86420701858447,349.8984000312415,349.8984000312415,7797208
2017-04-28,351.0252685546875,354.253047829797,349.7456042759274,354.0429373395136,5029702
2017-05-02,352.41949462890625,353.87105686932625,349.55460596679876,352.95428317164243,3231126
2017-05-03,356.88873291015625,358.7222570285323,350.5286939388028,353.9092533034797,4659448
2017-05-04,358.1683654785156,358.93233573640015,354.82599560027086,357.92006581889433,5279806
2017-05-05,355.8192138671875,358.05381796179887,351.426384066358,357.53814726751204,4432788
2017-05-08,361.16693115234375,362.3319811060599,356.01013202959746,358.30204275081803,4707098
2017-05-09,361.6062316894531,363.6307482102252,359.8681807009057,363.115054297368,5649372
2017-05-10,360.46026611328125,362.8858622880295,357.97736284499473,361.79721402697396,3364302
2017-05-11,360.6322021484375,362.82861695192963,358.1302038612776,361.68266140228155,3229482
2017-05-12,368.3292541503906,368.99772829585413,363.43984792076316,364.03192035812526,10979996
2017-05-15,363.4779968261719,368.04272443353017,362.542128463358,368.04272443353017,7297164
2017-05-16,364.7958068847656,366.7630396717857,361.72083118597135,364.070025796568,6130168
2017-05-17,363.9554443359375,366.11366974785454,360.536672598579,363.49705749545245,2915508
2017-05-18,367.3742370605469,372.0153661994949,360.154708025411,360.21201512669165,8057848
2017-05-19,365.92266845703125,367.73709786673123,362.06460456558716,367.27871103716564,4257396
2017-05-22,367.2596740722656,369.34149806876184,365.38793727221736,366.0946238787576,5503052
2017-05-23,365.6744384765625,369.37969969274576,364.4520811362871,368.48204377111296,4039982
2017-05-24,364.7193908691406,368.806636349172,362.7330635661372,366.7057181721441,5636286
2017-05-25,375.6060485839844,376.86659510150696,367.08778314884677,367.08778314884677,10438514
2017-05-26,380.3426208496094,381.9851523417743,374.5746310605345,377.01934536133126,4988004
2017-05-29,376.3126525878906,380.7245760878823,372.70288851898044,378.50906704128045,6308434
2017-05-30,380.5335693359375,381.9851080837516,373.8297353519718,375.10937613824404,3716910
2017-05-31,373.2186279296875,379.52138361033616,372.3782558426958,379.52138361033616,7763900
2017-06-01,376.74798583984375,379.96705481751076,371.7642249861363,375.93350720354334,5508606
2017-06-02,375.99169921875,378.31874049669756,373.95553810054594,377.5236727944431,3917966
2017-06-05,371.8417663574219,376.98064865649445,371.1824333280694,376.2049683094647,5462698
2017-06-06,379.8312683105469,382.9921752254658,374.0330765952751,374.2657712329868,7008686
2017-06-07,372.8307800292969,383.53518376689027,366.5089894951339,382.022597516092,12455046
2017-06-08,370.9497375488281,373.47069866890126,367.73066885295805,373.47069866890126,6195352
2017-06-09,367.90521240234375,368.8166510956694,357.976512531124,364.007423040364,14757662
2017-06-12,373.8197326660156,374.3433310906354,364.60852876945415,365.8690093026678,8591676
2017-06-13,371.47332763671875,373.47071407531166,369.06871373476906,369.8056195613281,4937794
2017-06-14,371.7835998535156,373.06349142900075,368.91359662603554,372.3265855929267,7438110
2017-06-15,369.2626953125,375.40997752401876,368.2930946802627,372.190908159369,5528062
2017-06-16,364.66668701171875,369.9413033800932,363.0183664376163,368.09906273844933,10948450
2017-06-19,360.63323974609375,364.6667877337876,359.91574476676936,364.5504403955039,6855860
2017-06-20,365.9466247558594,367.2459036601656,362.2621427674568,362.63059570067463,5184396
2017-06-21,365.8689880371094,368.06029430546863,363.0377597383671,366.508933739376,3735864
2017-06-22,364.6279296875,375.7007613326851,362.6693179753239,367.55611811129097,9465242
2017-06-23,365.8302917480469,368.1185585412799,363.7941305694863,366.5090121409004,6403018
2017-06-27,359.5472717285156,367.67252908346137,358.2674037350711,366.5090084218048,6904660
2017-06-28,358.63580322265625,361.8548718390446,357.20078988613085,361.77729907211904,5905224
2017-06-29,360.7689208984375,367.65308372569194,359.3726821218917,360.7689208984375,15914040
2017-06-30,362.8438720703125,363.79408523627694,360.30352365085423,361.0016312335616,4216700
2017-07-03,369.18505859375,370.38735362366975,362.4754048733212,364.9963659189273,5088924
2017-07-04,373.160400390625,376.2049360226736,368.2154386026981,369.94130828921277,5167726
2017-07-05,368.7972412109375,371.93873723919813,366.66412019444573,371.93873723919813,4226228
2017-07-06,367.2846374511719,371.16303911380305,366.19868972001217,366.50895711864564,3829720
2017-07-07,362.78570556640625,366.683494552129,361.8742669610626,366.062936075151,5776886
2017-07-10,371.1824645996094,372.24902516663144,364.56979381845014,365.8108872126351,1464376
2017-07-11,378.27984619140625,383.7677932800814,371.02725498809576,371.02725498809576,11539708
2017-07-12,377.1164245605469,380.66517200571815,375.72020925169585,378.12482332528435,6275976
2017-07-13,378.93927001953125,381.42145681639136,373.91673459781623,379.01684279541206,5170392
2017-07-14,377.0000915527344,390.49692684797594,374.6730501683173,387.6269233436616,22478180
2017-07-17,381.6541748046875,384.7375093773211,377.75638521523257,378.1442254464597,7698250
2017-07-18,382.2552490234375,389.70178476740256,380.50996831806526,382.4297818283516,8260180
2017-07-19,380.025146484375,383.4381586069482,375.8558650367084,380.6457049029716,5890278
2017-07-20,375.99169921875,380.0252232307263,375.0220986862719,379.8119158479587,6809740
2017-07-21,380.12213134765625,381.07234447403425,376.74794089316043,377.3684756804072,5980754
2017-07-24,384.1750793457031,385.51313267942027,381.0917452302381,381.4408108553419,6129176
2017-07-25,385.4549560546875,387.45234246407256,382.48799286057175,383.9617808202521,7145614
2017-07-26,385.53253173828125,387.45234539126386,384.11692926405755,387.1032797554902,6870024
2017-07-27,376.6122131347656,389.3915521761182,374.9638923212711,386.2888306448344,12676852
2017-07-28,386.8124084472656,389.00371501455703,373.21861436682724,378.5320297649129,11098428
2017-07-31,392.1839904785156,396.2563123241579,382.7012934464286,384.6986798204265,19158248
2017-08-01,389.9927062988281,394.43348129955746,387.2002521393211,392.1064401119495,7689398
2017-08-02,385.26104736328125,392.7851565980213,382.8758443725572,390.1672352876913,4257584
2017-08-03,381.6347961425781,387.35543968231696,380.1803952426445,384.34967782245417,4640348
2017-08-04,381.5378112792969,383.5739724068357,378.5514368911957,383.1861321920664,5349018
2017-08-07,375.5262756347656,381.5377987665383,374.537287853916,381.44083871602584,6073744
2017-08-08,373.8197326660156,376.3019191847904,370.40674395661404,375.6231988976753,6004648
2017-08-09,375.952880859375,377.7175726714838,374.09125267109795,375.2935714701109,3922410
2017-08-10,380.5682067871094,382.99220810422474,375.95289881056664,376.16622986398306,9140684
2017-08-11,383.0697937011719,386.6767030473765,376.04987144873326,378.53205834928735,6544156
2017-08-14,380.6457824707031,383.6515441268818,378.97807428616875,383.1861311360636,3816470
2017-08-16,378.2217102050781,382.4491535384847,375.81709659670804,380.85901842927484,6178080
2017-08-17,395.92657470703125,399.184441164643,387.08382475736215,389.7793183099016,25784260
2017-08-18,358.073486328125,394.78257294928454,342.92833033559964,394.78257294928454,164404960
2017-08-21,338.7396545410156,358.3643600260689,337.4209883362337,358.3643600260689,90407176
2017-08-22,339.51531982421875,347.9120459331676,333.5425712882099,347.1945510334536,49242598
2017-08-23,346.2637634277344,350.49123153556627,338.9335970548558,341.29941306301396,61284190
2017-08-24,353.7684020996094,356.1342175445741,349.96754969416105,352.9345363088074,42380524
2017-08-28,364.95758056640625,369.9801152352517,363.7940601182668,366.1017137414535,40712108
2017-08-29,359.7023620605469,365.3454316688253,358.96545628587916,365.1321243146483,13369392
2017-08-30,359.3921203613281,364.1819372234679,358.4031089425411,363.4838296181197,16149664
2017-08-31,354.8544006347656,360.28416350990136,354.0593329481411,360.2259780103413,15022452
2017-09-01,356.7935485839844,359.1012021970015,352.9345343802847,355.2421879933018,8433922
2017-09-04,349.1337585449219,357.2396046557644,346.5352244275954,357.2008301038784,10177108
2017-09-05,349.7930908203125,350.99538598864564,347.9896243959252,349.8318653721087,9783392
2017-09-06,347.3496398925781,349.1724933897937,345.177744452418,349.05614607547886,7735910
2017-09-07,347.4078674316406,349.2501084255567,346.08920125145085,349.0561883209339,6241192
2017-09-08,342.9670715332031,348.6683269982526,342.1138183901538,348.6683269982526,8604542
2017-09-11,340.795166015625,345.87586283204695,338.8365778690754,345.33290079096105,13787642
2017-09-12,342.8701477050781,344.3051612783519,340.8339865147528,342.28838736498517,17241354
2017-09-13,342.7537841796875,344.2469595132994,341.68722360656824,343.43250454439976,11478228
2017-09-14,346.10858154296875,347.7374913400094,341.9198887166194,343.0446346925624,13698006
2017-09-15,352.2558288574219,354.19502967689573,346.0309989612879,346.06977350892333,13459460
2017-09-18,352.58551025390625,355.9403373946454,351.4995624470632,352.93457589662466,8475860
2017-09-19,353.8072204589844,355.2616212007999,350.41361872808153,352.15889961826014,6033330
2017-09-20,353.98175048828125,355.64945859135514,351.9455894658116,355.64945859135514,5767830
2017-09-21,352.7600402832031,354.97073410185317,352.21707822002253,354.8737740542973,8204152
2017-09-22,348.3968200683594,353.03151483545685,344.4020710506846,352.2170599469965,17604088
2017-09-25,347.2526550292969,349.81241412066845,344.82865418815896,349.44396125843883,9088700
2017-09-26,351.34442138671875,352.31402181700344,346.8454611870664,347.89263438615103,7366478
2017-09-27,348.97857666015625,352.120096208137,347.15572314543437,351.42196497177343,6000138
2017-09-28,347.5048522949219,350.56879963547436,346.8455191577523,347.5436268498597,17537266
2017-09-29,349.01739501953125,349.98699549055794,347.1169686275643,348.2804891927963,5705832
2017-10-03,350.4330139160156,353.7102683959477,349.6767207788178,352.9733625347011,4947522
2017-10-04,348.9010314941406,351.15052357258486,347.9508419497037,350.21969763171916,4991492
2017-10-05,350.2391357421875,350.976041691654,348.6683874518936,349.056227704899,8611300
2017-10-06,356.87115478515625,357.5886496568194,350.588139069824,350.6075263446472,8574308
2017-10-09,358.3255615234375,360.3035370265184,354.4859341681785,356.8129753115145,3504832
2017-10-10,362.80511474609375,364.55039562166456,360.5168481293684,364.55039562166456,7143220
2017-10-11,360.9627990722656,363.7940271719567,359.91562602939854,362.8050396149808,5982504
2017-10-12,359.64422607421875,362.37849485132676,356.63846441265656,360.6913993874632,10280972
2017-10-13,360.73016357421875,362.04882973402425,359.7411757903083,361.77733685737167,7180728
2017-10-16,364.1819763183594,365.34549700947235,361.8549349361334,362.9990683501057,5758750
2017-10-17,360.88531494140625,363.3287035268899,360.49747473190445,363.3287035268899,5625102
2017-10-18,358.50006103515625,360.6913675216497,357.9570989861047,360.2647527922602,7231852
2017-10-19,359.5084533691406,361.46704150989757,358.8297330658763,360.6913611633098,1091434
2017-10-23,364.3758850097656,365.34548555529454,359.9544970533985,360.69140293675576,9154096
2017-10-24,359.33392333984375,367.14891236099726,357.4334970072306,366.89680677764943,14529328
2017-10-25,362.7469482421875,366.39265573080775,354.9707566682361,356.4251574740333,13984134
2017-10-26,367.4203796386719,369.14627314861036,364.60853837511684,365.3454441750097,33659258
2017-10-27,367.03253173828125,371.4345318268668,366.1211168166549,370.3873586439676,8524956
2017-10-30,366.159912109375,370.25164503126007,364.97700427007015,370.25164503126007,12968326
2017-10-31,362.52227783203125,365.72731714777746,361.79476535048957,363.7610412491335,9954988
2017-11-01,364.5672607421875,365.49142494571186,363.0925536111967,363.7610923110581,5633134
2017-11-02,362.9352111816406,364.1542926251095,361.7947615713831,362.99418505654916,4686138
2017-11-03,364.40997314453125,365.6880526583893,360.59539256422966,360.61505052550234,3699086
2017-11-06,365.2160949707031,367.69359783478,362.83690590283874,363.0335334952638,5066534
2017-11-07,375.75537109375,377.5250196232339,364.0953439596372,364.2526556521046,13442820
2017-11-08,374.49688720703125,378.2524692160373,372.60926722368487,377.6232705557186,5369994
2017-11-09,375.36212158203125,378.7047910775234,372.9042763647576,374.77223872988554,4723232
2017-11-10,378.33111572265625,379.2355977754637,373.592395922226,377.0530364734487,6589428
2017-11-13,374.3592834472656,381.2215913228913,373.336805550393,378.33115127089263,5021216
2017-11-14,373.23846435546875,375.4996815351647,370.9379312605603,374.35925596770875,5733710
2017-11-15,374.3003234863281,374.9688621784729,371.4295651049477,371.68519060566007,7023516
2017-11-16,388.6934509277344,391.64286494023014,373.00255878029975,374.30029614531935,15687502
2017-11-17,381.83111572265625,387.55297369978524,379.550240515566,387.55297369978524,8057670
2017-11-20,377.7413024902344,381.850824401939,376.44356504506294,381.06431395002977,5661190
2017-11-21,379.98284912109375,382.0474389869522,377.54466200283935,378.03623101851997,5364656
2017-11-22,380.00250244140625,381.8704646781846,378.82273681817776,380.12047420325047,6084920
2017-11-23,389.8141784667969,391.0725997828802,381.0642511317288,382.0473890345454,11894618
2017-11-24,397.01080322265625,400.84504162414754,389.401324303731,389.6766077586758,18619912
2017-11-27,392.7637023925781,395.89008660133885,390.6204563625222,395.89008660133885,6017730
2017-11-28,387.2383728027344,393.21585621967876,385.9012956165158,391.0529527729311,4616868
2017-11-29,386.45184326171875,390.08945342328025,385.5080212945199,388.39846106757284,3838070
2017-11-30,383.8563537597656,389.1063245702415,380.80862625638935,389.1063245702415,17266944
2017-12-01,377.0530700683594,386.64850627215264,376.3648734882379,385.1541413557958,4085000
2017-12-04,387.4940185546875,391.9967955908004,380.8873357081222,385.39011274423507,17811606
2017-12-05,387.1007995605469,394.4350196464568,384.9968935532215,387.49405481443165,9976738
